,GEO.display-label,RACE_GROUP.display-label,All firms,PCT_Firms with less than 2 years in business,PCT_Firms with 2 to 3 years in business,PCT_Firms with 4 to 5 years in business,PCT_Firms with 6 to 10 years in business,PCT_Firms with 11 to 15 years in business,PCT_Firms with 16 or more years in business
252,Massachusetts,All firms,130710,100.0,100.0,100.0,100.0,100.0,100.0
253,Massachusetts,"All firms classifiable by gender, ethnicity, race, and veteran status",120143,97.0916994411,96.7203299627,95.5723438845,96.3191185472,91.9138054698,53.1281606704
254,Massachusetts,American Indian and Alaska Native,285,0.051749120265,0.572112825971,0.0191259443435,0.269332789227,0.198022889575,0.0
255,Massachusetts,Asian,7511,10.4015731733,10.2448110697,8.18590417902,7.74127729035,3.30246047338,1.3870827915
256,Massachusetts,Black or African American,1472,2.16311322708,2.46806812134,2.33336520991,1.26096714956,0.519225371878,0.101141453547
257,Massachusetts,Equally minority/nonminority,1127,2.51500724488,1.33714741884,0.755474801568,1.02019995919,0.511429195123,0.361219476954
258,Massachusetts,Minority,12675,18.0707927965,17.9417243214,15.8171559721,12.2587227097,5.35597343063,2.02282907094
259,Massachusetts,Native Hawaiian and Other Pacific Islander,8,0.0,0.0,0.0,0.0244847990206,0.00311847070197,0.0
260,Massachusetts,Nonminority,106341,76.5058993997,77.4414582225,78.9997131108,83.0401958784,86.046402844,50.7441121225
261,Massachusetts,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",10567,2.90830055889,3.27967003725,4.42765611552,3.67680065293,8.0861945302,46.8573905505
262,Massachusetts,Some other race,1322,1.55247360795,1.82943054816,1.73089796309,1.64048153438,0.439704368977,0.447912151423
263,Massachusetts,White,109408,81.9499068516,81.5526875998,83.8385770297,85.1785349929,87.3982598933,51.1197803786
