,GEO.display-label,RACE_GROUP.display-label,All firms,PCT_Firms with less than 2 years in business,PCT_Firms with 2 to 3 years in business,PCT_Firms with 4 to 5 years in business,PCT_Firms with 6 to 10 years in business,PCT_Firms with 11 to 15 years in business,PCT_Firms with 16 or more years in business
132,Hawaii,All firms,23250,100.0,100.0,100.0,100.0,100.0,100.0
133,Hawaii,"All firms classifiable by gender, ethnicity, race, and veteran status",20860,98.1212121212,98.13972716,98.4683794466,96.0430009149,90.2114692031,46.2953500255
134,Hawaii,American Indian and Alaska Native,77,0.0,0.0413393964448,1.58102766798,0.80054894785,0.0831101671438,0.0
135,Hawaii,Asian,11105,58.7272727273,49.5659363373,59.8320158103,45.8828911253,50.3462923631,13.6944302504
136,Hawaii,Black or African American,105,0.0606060606061,0.0,0.0,0.892040256176,0.581771170006,0.102197240675
137,Hawaii,Equally minority/nonminority,546,5.69696969697,1.77759404713,2.17391304348,3.11070448307,2.10545756764,0.0510986203373
138,Hawaii,Minority,12520,59.4545454545,60.1901612236,62.5,55.2836230558,55.5360605781,19.7240674502
139,Hawaii,Native Hawaiian and Other Pacific Islander,1032,5.87878787879,10.6655642828,2.4209486166,4.39158279963,3.56450272417,2.55493101686
140,Hawaii,Nonminority,7794,33.0303030303,36.1719718892,33.7944664032,37.6258005489,32.5607165943,26.520183955
141,Hawaii,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2390,1.87878787879,1.86027284002,1.53162055336,3.95699908509,9.78853079693,53.7046499745
142,Hawaii,Some other race,161,0.30303030303,0.0,1.58102766798,1.64684354986,0.018468926032,2.55493101686
143,Hawaii,White,9138,40.8484848485,46.0520876395,41.3043478261,44.945105215,36.6700526364,29.5350025549
