,GEO.display-label,RACE_GROUP.display-label,All firms,PCT_Firms with less than 2 years in business,PCT_Firms with 2 to 3 years in business,PCT_Firms with 4 to 5 years in business,PCT_Firms with 6 to 10 years in business,PCT_Firms with 11 to 15 years in business,PCT_Firms with 16 or more years in business
372,New Mexico,All firms,32755,100.0,100.0,100.0,100.0,100.0,100.0
373,New Mexico,"All firms classifiable by gender, ethnicity, race, and veteran status",29480,98.4429065744,96.5308102863,94.2335766423,95.348115987,91.6763958519,44.5178849145
374,New Mexico,American Indian and Alaska Native,533,3.33044982699,1.77098495876,2.51824817518,1.95379128547,1.277384795,0.0777604976672
375,New Mexico,Asian,1263,5.40657439446,6.69577874818,2.44525547445,7.28795162041,1.98475379438,1.43856920684
376,New Mexico,Black or African American,181,0.30276816609,0.703541969918,0.474452554745,0.821832842301,0.315912368656,1.28304821151
377,New Mexico,Equally minority/nonminority,1305,5.36332179931,1.91654536633,5.76642335766,4.29523957203,4.46397912231,0.622083981337
378,New Mexico,Minority,7733,36.6349480969,38.0640465793,23.1386861314,27.7872538378,18.721241673,6.41524105754
379,New Mexico,Native Hawaiian and Other Pacific Islander,5,0.0432525951557,0.0,0.0,0.0,0.0274706407527,0.0
380,New Mexico,Nonminority,20442,56.4446366782,56.5259582727,65.3649635036,63.2811288572,68.4911750567,37.4416796267
381,New Mexico,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",3276,1.55709342561,3.46918971373,5.76642335766,4.63637773298,8.32360414807,55.4821150855
382,New Mexico,Some other race,1502,6.74740484429,11.4022319262,3.06569343066,2.20189176617,4.38843486024,0.42768273717
383,New Mexico,White,25828,85.4671280277,75.2304706453,84.7445255474,83.1601798728,82.3775839571,41.6018662519
