,GEO.display-label,RACE_GROUP.display-label,All firms,PCT_Firms with less than 2 years in business,PCT_Firms with 2 to 3 years in business,PCT_Firms with 4 to 5 years in business,PCT_Firms with 6 to 10 years in business,PCT_Firms with 11 to 15 years in business,PCT_Firms with 16 or more years in business
108,Florida,All firms,394946,100.0,100.0,100.0,100.0,100.0,100.0
109,Florida,"All firms classifiable by gender, ethnicity, race, and veteran status",378549,97.3640306974,98.3524123658,97.5194996838,97.4161302199,95.4680349466,70.1295141506
110,Florida,American Indian and Alaska Native,1650,0.297916964584,0.396132453758,0.709718220786,0.532170071291,0.293301899875,0.527650243267
111,Florida,Asian,23309,7.09042375709,6.98324925624,7.80455812428,6.29567235282,4.77464984052,1.05530048653
112,Florida,Black or African American,10121,3.43438676772,3.76730047859,3.33778371162,2.18557897203,1.97406739703,0.82231206743
113,Florida,Equally minority/nonminority,7093,2.08065208065,1.94509119131,2.10104701005,2.05058404829,1.51781999723,0.637291852258
114,Florida,Minority,95808,29.3698460365,30.5490880869,30.1431147963,25.1670701639,19.3669393981,8.4561090934
115,Florida,Native Hawaiian and Other Pacific Islander,218,0.147766814433,0.00161686715819,0.081980652566,0.0133879263218,0.0721120510331,0.0274104022477
116,Florida,Nonminority,275648,65.9135325802,65.8566162204,65.2776801818,70.1984760077,74.5825821661,61.0429658055
117,Florida,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",16397,2.63596930264,1.6475876342,2.48050031621,2.58498544063,4.5326584385,29.8704858494
118,Florida,Some other race,5765,1.83278516612,2.25714655284,2.218162228,1.3399082927,0.969352378311,0.370040430343
119,Florida,White,338135,84.8968015635,85.1458414177,83.1728854847,87.2312652706,87.5592844266,67.6899883506
