,GEO.display-label,RACE_GROUP.display-label,All firms,PCT_Firms with less than 2 years in business,PCT_Firms with 2 to 3 years in business,PCT_Firms with 4 to 5 years in business,PCT_Firms with 6 to 10 years in business,PCT_Firms with 11 to 15 years in business,PCT_Firms with 16 or more years in business
444,Oregon,All firms,84159,100.0,100.0,100.0,100.0,100.0,100.0
445,Oregon,"All firms classifiable by gender, ethnicity, race, and veteran status",78032,97.8506629449,97.434419141,95.6510809452,96.2093275488,92.7455577841,56.299541093
446,Oregon,American Indian and Alaska Native,765,0.488485694348,0.97050062458,2.11161387632,1.35032537961,0.564987711517,0.250312891114
447,Oregon,Asian,4473,6.64340544313,6.78389545498,7.18954248366,7.18546637744,3.82214186841,0.855235711306
448,Oregon,Black or African American,393,0.683879972087,0.221005092726,0.716440422323,0.932754880694,0.25706940874,0.0208594075928
449,Oregon,Equally minority/nonminority,1741,4.54989532449,2.49831843951,3.04172951232,1.94685466377,1.56219102235,0.0208594075928
450,Oregon,Minority,8542,15.4361479414,13.9905832613,15.1458019105,12.7874186551,6.60753128619,1.62703379224
451,Oregon,Native Hawaiian and Other Pacific Islander,92,0.0279134682484,0.182569424426,0.42735042735,0.0379609544469,0.0790982796124,0.0417188151856
452,Oregon,Nonminority,67749,77.8506629449,80.9455174402,77.4635495224,81.4750542299,84.5758354756,54.6516478932
453,Oregon,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",6127,2.14933705513,2.56558085904,4.3489190548,3.79067245119,7.25161727732,43.6795994994
454,Oregon,Some other race,958,2.21912072575,1.81608532718,1.64655605832,1.53470715835,0.556512895845,0.0
455,Oregon,White,71405,86.852756455,86.8838281926,85.6711915535,85.2440347072,87.4346732959,55.3608677514
