,GEO.display-label,RACE_GROUP.display-label,All firms,PCT_Firms with less than 2 years in business,PCT_Firms with 2 to 3 years in business,PCT_Firms with 4 to 5 years in business,PCT_Firms with 6 to 10 years in business,PCT_Firms with 11 to 15 years in business,PCT_Firms with 16 or more years in business
408,North Dakota,All firms,20702,100.0,100.0,100.0,100.0,100.0,100.0
409,North Dakota,"All firms classifiable by gender, ethnicity, race, and veteran status",18663,95.9649122807,97.753164557,95.2319587629,96.7177242888,89.9587651844,51.2416717141
410,North Dakota,American Indian and Alaska Native,196,1.57894736842,1.39240506329,0.257731958763,1.99671772429,0.534938147777,0.0
411,North Dakota,Asian,188,3.3918128655,1.23417721519,0.966494845361,0.601750547046,0.546082692522,0.363416111448
412,North Dakota,Black or African American,15,0.116959064327,0.189873417722,0.0,0.054704595186,0.0445781789814,0.0605693519079
413,North Dakota,Equally minority/nonminority,27,0.0,0.189873417722,1.09536082474,0.082056892779,0.0,0.0
414,North Dakota,Minority,608,7.19298245614,4.05063291139,1.48195876289,5.68927789934,1.31505627995,0.484554815263
415,North Dakota,Native Hawaiian and Other Pacific Islander,0,0.0,0.0,0.0,0.0,0.0,0.0
416,North Dakota,Nonminority,18028,88.7719298246,93.5126582278,92.6546391753,90.9190371991,88.6437089045,50.7571168988
417,North Dakota,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2039,4.0350877193,2.24683544304,4.76804123711,3.28227571116,10.0412348156,48.7583282859
418,North Dakota,Some other race,115,0.994152046784,0.696202531646,0.0644329896907,1.58643326039,0.189457260671,0.0
419,North Dakota,White,18257,90.9356725146,95.4746835443,93.1701030928,93.4901531729,88.9446116126,50.8782556027
