,GEO.display-label,RACE_GROUP.display-label,All firms,PCT_Firms with less than 2 years in business,PCT_Firms with 2 to 3 years in business,PCT_Firms with 4 to 5 years in business,PCT_Firms with 6 to 10 years in business,PCT_Firms with 11 to 15 years in business,PCT_Firms with 16 or more years in business
288,Mississippi,All firms,40444,100.0,100.0,100.0,100.0,100.0,100.0
289,Mississippi,"All firms classifiable by gender, ethnicity, race, and veteran status",36714,98.078242965,98.5844947735,95.7679786919,94.8951686418,91.6123471422,54.2822677925
290,Mississippi,American Indian and Alaska Native,131,0.514756348662,0.675087108014,0.443918319029,0.0520901159005,0.360933038841,0.0
291,Mississippi,Asian,1829,7.92724776939,5.5531358885,8.37525895235,4.7662456049,3.71168453375,0.150784077201
292,Mississippi,Black or African American,1995,7.92724776939,7.75261324042,5.74134359278,7.99583279073,2.79049722566,2.50301568154
293,Mississippi,Equally minority/nonminority,217,1.71585449554,0.500871080139,0.976620301864,0.807396796458,0.247804772935,0.0603136308806
294,Mississippi,Minority,4718,18.7714481812,18.3580139373,18.9405149453,14.2726917567,7.97823627646,3.31724969843
295,Mississippi,Native Hawaiian and Other Pacific Islander,18,0.0,0.0,0.0,0.0,0.0053870602812,0.512665862485
296,Mississippi,Nonminority,31780,77.5566231984,79.7038327526,75.8508434448,79.8150800886,83.3809190325,50.9348612786
297,Mississippi,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",3730,1.921757035,1.43728222997,4.23202130808,5.10483135825,8.38765285784,45.7177322075
298,Mississippi,Some other race,440,1.85312285518,3.52787456446,1.68688961231,0.885531970309,0.527931907558,0.0
299,Mississippi,White,32392,79.993136582,80.8580139373,80.5859721811,81.7033467899,84.3344287023,51.1158021713
