,GEO.display-label,RACE_GROUP.display-label,All firms,PCT_Firms with less than 2 years in business,PCT_Firms with 2 to 3 years in business,PCT_Firms with 4 to 5 years in business,PCT_Firms with 6 to 10 years in business,PCT_Firms with 11 to 15 years in business,PCT_Firms with 16 or more years in business
84,Delaware,All firms,17977,100.0,100.0,100.0,100.0,100.0,100.0
85,Delaware,"All firms classifiable by gender, ethnicity, race, and veteran status",15482,90.0562851782,97.6039783002,89.9493243243,93.4548714883,92.5140863966,36.4344637947
86,Delaware,American Indian and Alaska Native,74,0.0625390869293,0.723327305606,0.0844594594595,1.07591153616,0.254896699759,0.0
87,Delaware,Asian,1753,12.8830519074,16.2296564195,22.2972972973,8.99581589958,8.33109739737,0.0916590284143
88,Delaware,Black or African American,597,3.43964978111,6.91681735986,4.72972972973,4.81171548117,2.3074859136,0.0
89,Delaware,Equally minority/nonminority,121,1.00062539087,0.813743218807,1.43581081081,0.896592946802,0.536624631071,0.0458295142071
90,Delaware,Minority,2769,20.7004377736,27.5316455696,29.4763513514,15.7800358637,12.7314193721,0.137488542621
91,Delaware,Native Hawaiian and Other Pacific Islander,7,0.437773608505,0.0,0.0,0.0,0.0,0.0
92,Delaware,Nonminority,12592,68.3552220138,69.2585895118,59.0371621622,76.8081291094,79.2460423933,36.2511457379
93,Delaware,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",2494,9.88117573483,2.39602169982,10.0506756757,6.5152420801,7.49932921921,63.5655362053
94,Delaware,Some other race,166,0.875547217011,1.13019891501,2.11148648649,1.43454871488,0.724443251945,0.0
95,Delaware,White,13059,74.4215134459,74.7287522604,62.6689189189,79.617453676,80.7217601288,36.3428047663
