,GEO.display-label,RACE_GROUP.display-label,All firms,PCT_Firms with less than 2 years in business,PCT_Firms with 2 to 3 years in business,PCT_Firms with 4 to 5 years in business,PCT_Firms with 6 to 10 years in business,PCT_Firms with 11 to 15 years in business,PCT_Firms with 16 or more years in business
324,Nebraska,All firms,41574,100.0,100.0,100.0,100.0,100.0,100.0
325,Nebraska,"All firms classifiable by gender, ethnicity, race, and veteran status",38089,98.3028720627,95.7246887479,98.2512953368,96.0984893541,92.8615196078,53.6377952756
326,Nebraska,American Indian and Alaska Native,17,0.0,0.0234907211651,0.0647668393782,0.118948495302,0.0204248366013,0.0
327,Nebraska,Asian,767,3.42689295039,4.76861639652,3.04404145078,1.64148923516,1.08762254902,0.472440944882
328,Nebraska,Black or African American,267,0.783289817232,0.728212356119,1.81347150259,0.237896990603,0.689338235294,0.0
329,Nebraska,Equally minority/nonminority,332,1.33812010444,0.798684519615,1.1981865285,1.2608540502,0.546364379085,0.188976377953
330,Nebraska,Minority,1576,6.69060052219,7.51703077284,6.8329015544,3.44950636374,2.69097222222,0.755905511811
331,Nebraska,Native Hawaiian and Other Pacific Islander,18,0.0,0.399342259807,0.0,0.0118948495302,0.0,0.0
332,Nebraska,Nonminority,36181,90.274151436,87.4089734555,90.2525906736,91.3881289402,89.6241830065,52.6929133858
333,Nebraska,"Publicly held and other firms not classifiable by gender, ethnicity, race, and veteran status",3485,1.66449086162,4.27531125206,1.71632124352,3.91340549542,7.13848039216,46.3307086614
334,Nebraska,Some other race,248,1.17493472585,0.77519379845,1.10103626943,1.04674675865,0.234885620915,0.283464566929
335,Nebraska,White,36769,92.9177545692,89.6875734085,91.7098445596,93.1723563697,90.7118055556,52.7244094488
